iteration,temperature,current_distance,best_distance,route
1000,66.53968578831953,1622.0379375080458,1340.6097949101954,City_19 -> City_11 -> City_17 -> City_26 -> City_2 -> City_5 -> City_16 -> City_22 -> City_21 -> City_6 -> City_28 -> City_4 -> City_7 -> City_1 -> City_13 -> City_24 -> City_30 -> City_20 -> City_14 -> City_18 -> City_10 -> City_15 -> City_27 -> City_29 -> City_12 -> City_3 -> City_25 -> City_8 -> City_23 -> City_9
1100,40.30777450394618,1255.7103952359168,1211.164250825892,City_20 -> City_16 -> City_19 -> City_4 -> City_23 -> City_10 -> City_29 -> City_8 -> City_18 -> City_14 -> City_24 -> City_25 -> City_15 -> City_28 -> City_9 -> City_30 -> City_11 -> City_13 -> City_1 -> City_12 -> City_6 -> City_22 -> City_17 -> City_21 -> City_3 -> City_7 -> City_2 -> City_27 -> City_26 -> City_5
1200,24.417258155225305,1296.255810497894,1168.5104232767058,City_13 -> City_15 -> City_7 -> City_2 -> City_8 -> City_20 -> City_11 -> City_1 -> City_21 -> City_25 -> City_3 -> City_5 -> City_28 -> City_18 -> City_10 -> City_19 -> City_16 -> City_24 -> City_17 -> City_4 -> City_30 -> City_23 -> City_9 -> City_14 -> City_29 -> City_12 -> City_22 -> City_6 -> City_26 -> City_27
1300,14.791253130597616,1002.9719073101459,1002.4754847112498,City_2 -> City_28 -> City_13 -> City_27 -> City_26 -> City_5 -> City_3 -> City_8 -> City_25 -> City_10 -> City_24 -> City_15 -> City_16 -> City_19 -> City_11 -> City_9 -> City_6 -> City_22 -> City_21 -> City_30 -> City_1 -> City_17 -> City_4 -> City_23 -> City_12 -> City_29 -> City_14 -> City_20 -> City_7 -> City_18
1400,8.960103865166959,897.7304009399061,868.2606913555524,City_27 -> City_26 -> City_28 -> City_13 -> City_2 -> City_5 -> City_12 -> City_23 -> City_17 -> City_14 -> City_3 -> City_29 -> City_8 -> City_15 -> City_16 -> City_25 -> City_9 -> City_11 -> City_19 -> City_30 -> City_21 -> City_22 -> City_4 -> City_6 -> City_1 -> City_10 -> City_24 -> City_7 -> City_20 -> City_18
1500,5.427766029404442,846.0668872046645,845.3386662366886,City_27 -> City_26 -> City_28 -> City_5 -> City_2 -> City_29 -> City_3 -> City_8 -> City_15 -> City_16 -> City_11 -> City_13 -> City_22 -> City_4 -> City_17 -> City_23 -> City_12 -> City_21 -> City_30 -> City_19 -> City_25 -> City_10 -> City_1 -> City_6 -> City_14 -> City_9 -> City_24 -> City_7 -> City_20 -> City_18
1600,3.287980196801873,747.6778794275539,747.6778794275539,City_27 -> City_20 -> City_29 -> City_3 -> City_8 -> City_19 -> City_10 -> City_24 -> City_9 -> City_14 -> City_17 -> City_4 -> City_21 -> City_13 -> City_22 -> City_6 -> City_1 -> City_23 -> City_30 -> City_12 -> City_15 -> City_16 -> City_11 -> City_25 -> City_7 -> City_2 -> City_5 -> City_28 -> City_26 -> City_18
1700,1.9917611989895405,680.1988733396399,680.1988733396399,City_27 -> City_28 -> City_5 -> City_2 -> City_20 -> City_16 -> City_11 -> City_25 -> City_29 -> City_3 -> City_19 -> City_8 -> City_30 -> City_21 -> City_4 -> City_17 -> City_12 -> City_13 -> City_1 -> City_6 -> City_22 -> City_23 -> City_14 -> City_9 -> City_24 -> City_10 -> City_15 -> City_7 -> City_26 -> City_18
1800,1.206550050897189,668.170115194093,668.170115194093,City_27 -> City_28 -> City_13 -> City_1 -> City_6 -> City_22 -> City_23 -> City_14 -> City_9 -> City_24 -> City_12 -> City_17 -> City_4 -> City_21 -> City_30 -> City_8 -> City_19 -> City_3 -> City_29 -> City_25 -> City_11 -> City_16 -> City_20 -> City_2 -> City_5 -> City_10 -> City_15 -> City_7 -> City_26 -> City_18
1900,0.7308923509799001,603.4700984895074,603.4700984895074,City_27 -> City_28 -> City_13 -> City_1 -> City_17 -> City_12 -> City_24 -> City_9 -> City_14 -> City_23 -> City_22 -> City_6 -> City_4 -> City_21 -> City_30 -> City_29 -> City_3 -> City_8 -> City_19 -> City_25 -> City_11 -> City_15 -> City_10 -> City_7 -> City_16 -> City_20 -> City_2 -> City_5 -> City_26 -> City_18
2000,0.44275297848082856,565.7628616506482,565.7628616506482,City_27 -> City_28 -> City_13 -> City_1 -> City_14 -> City_12 -> City_9 -> City_24 -> City_23 -> City_22 -> City_6 -> City_17 -> City_4 -> City_21 -> City_30 -> City_29 -> City_3 -> City_8 -> City_19 -> City_25 -> City_11 -> City_15 -> City_10 -> City_7 -> City_16 -> City_20 -> City_2 -> City_5 -> City_26 -> City_18
2100,0.2682066650319015,523.7822066314176,523.7822066314176,City_27 -> City_28 -> City_1 -> City_13 -> City_23 -> City_24 -> City_9 -> City_12 -> City_14 -> City_22 -> City_6 -> City_17 -> City_4 -> City_21 -> City_30 -> City_29 -> City_3 -> City_8 -> City_19 -> City_15 -> City_11 -> City_25 -> City_10 -> City_16 -> City_7 -> City_20 -> City_2 -> City_5 -> City_26 -> City_18
2200,0.16247166854609738,523.7822066314176,523.7822066314176,City_26 -> City_5 -> City_2 -> City_20 -> City_7 -> City_16 -> City_10 -> City_25 -> City_11 -> City_15 -> City_19 -> City_8 -> City_3 -> City_29 -> City_30 -> City_21 -> City_4 -> City_17 -> City_6 -> City_22 -> City_14 -> City_12 -> City_9 -> City_24 -> City_23 -> City_13 -> City_1 -> City_28 -> City_27 -> City_18
