iteration,temperature,current_distance,best_distance,route
1000,66.53968578831953,2358.8983704815873,2282.7759367062417,City_4 -> City_38 -> City_41 -> City_28 -> City_17 -> City_35 -> City_37 -> City_26 -> City_44 -> City_27 -> City_14 -> City_47 -> City_10 -> City_32 -> City_21 -> City_18 -> City_9 -> City_6 -> City_5 -> City_48 -> City_45 -> City_33 -> City_40 -> City_50 -> City_39 -> City_8 -> City_2 -> City_7 -> City_1 -> City_15 -> City_31 -> City_20 -> City_43 -> City_30 -> City_36 -> City_12 -> City_46 -> City_34 -> City_3 -> City_25 -> City_42 -> City_29 -> City_11 -> City_13 -> City_24 -> City_23 -> City_16 -> City_19 -> City_49 -> City_22
1100,40.30777450394618,1864.168004680282,1794.514950397255,City_6 -> City_15 -> City_2 -> City_47 -> City_19 -> City_29 -> City_1 -> City_17 -> City_35 -> City_37 -> City_42 -> City_16 -> City_45 -> City_28 -> City_32 -> City_7 -> City_43 -> City_36 -> City_20 -> City_26 -> City_44 -> City_27 -> City_34 -> City_14 -> City_46 -> City_13 -> City_5 -> City_48 -> City_41 -> City_38 -> City_10 -> City_31 -> City_25 -> City_33 -> City_23 -> City_24 -> City_9 -> City_18 -> City_4 -> City_12 -> City_39 -> City_8 -> City_30 -> City_3 -> City_50 -> City_40 -> City_11 -> City_49 -> City_21 -> City_22
1200,24.417258155225305,1863.6054123730019,1794.514950397255,City_31 -> City_18 -> City_44 -> City_36 -> City_48 -> City_16 -> City_26 -> City_27 -> City_6 -> City_5 -> City_13 -> City_4 -> City_30 -> City_43 -> City_29 -> City_22 -> City_50 -> City_3 -> City_45 -> City_41 -> City_38 -> City_1 -> City_17 -> City_35 -> City_37 -> City_19 -> City_14 -> City_21 -> City_12 -> City_42 -> City_8 -> City_28 -> City_47 -> City_20 -> City_10 -> City_32 -> City_7 -> City_2 -> City_34 -> City_49 -> City_39 -> City_25 -> City_23 -> City_33 -> City_24 -> City_46 -> City_9 -> City_11 -> City_15 -> City_40
1300,14.791253130597616,1627.9626093157256,1512.253318831663,City_31 -> City_39 -> City_32 -> City_35 -> City_13 -> City_5 -> City_50 -> City_29 -> City_19 -> City_36 -> City_16 -> City_12 -> City_30 -> City_37 -> City_6 -> City_28 -> City_22 -> City_34 -> City_46 -> City_24 -> City_9 -> City_48 -> City_2 -> City_20 -> City_47 -> City_7 -> City_43 -> City_42 -> City_8 -> City_4 -> City_17 -> City_1 -> City_11 -> City_45 -> City_41 -> City_44 -> City_18 -> City_27 -> City_26 -> City_38 -> City_10 -> City_21 -> City_25 -> City_49 -> City_14 -> City_33 -> City_23 -> City_3 -> City_15 -> City_40
1400,8.960103865166959,1282.6278817099467,1282.6278817099467,City_3 -> City_28 -> City_22 -> City_34 -> City_46 -> City_24 -> City_9 -> City_30 -> City_12 -> City_19 -> City_42 -> City_25 -> City_11 -> City_40 -> City_29 -> City_23 -> City_33 -> City_37 -> City_4 -> City_17 -> City_35 -> City_6 -> City_1 -> City_13 -> City_5 -> City_32 -> City_14 -> City_21 -> City_10 -> City_31 -> City_39 -> City_36 -> City_43 -> City_8 -> City_15 -> City_45 -> City_41 -> City_44 -> City_18 -> City_27 -> City_26 -> City_38 -> City_49 -> City_48 -> City_2 -> City_20 -> City_47 -> City_7 -> City_16 -> City_50
1500,5.427766029404442,1145.6168966339626,1134.5330693545623,City_3 -> City_28 -> City_22 -> City_17 -> City_35 -> City_6 -> City_1 -> City_13 -> City_5 -> City_32 -> City_14 -> City_21 -> City_10 -> City_25 -> City_15 -> City_47 -> City_20 -> City_2 -> City_45 -> City_41 -> City_44 -> City_18 -> City_27 -> City_26 -> City_38 -> City_49 -> City_48 -> City_7 -> City_16 -> City_11 -> City_40 -> City_42 -> City_19 -> City_36 -> City_39 -> City_31 -> City_43 -> City_12 -> City_30 -> City_9 -> City_24 -> City_46 -> City_34 -> City_4 -> City_37 -> City_33 -> City_23 -> City_29 -> City_8 -> City_50
1600,3.287980196801873,961.6772081564353,961.6772081564353,City_3 -> City_14 -> City_21 -> City_46 -> City_34 -> City_4 -> City_37 -> City_30 -> City_12 -> City_43 -> City_31 -> City_39 -> City_36 -> City_15 -> City_25 -> City_11 -> City_16 -> City_7 -> City_32 -> City_49 -> City_48 -> City_28 -> City_22 -> City_17 -> City_35 -> City_6 -> City_1 -> City_13 -> City_5 -> City_38 -> City_26 -> City_27 -> City_18 -> City_44 -> City_41 -> City_45 -> City_2 -> City_20 -> City_47 -> City_19 -> City_42 -> City_40 -> City_10 -> City_24 -> City_9 -> City_33 -> City_23 -> City_29 -> City_8 -> City_50
1700,1.9917611989895405,920.9350774671287,920.9350774671287,City_3 -> City_14 -> City_21 -> City_46 -> City_34 -> City_4 -> City_37 -> City_30 -> City_12 -> City_43 -> City_31 -> City_16 -> City_11 -> City_15 -> City_25 -> City_36 -> City_39 -> City_7 -> City_32 -> City_49 -> City_48 -> City_5 -> City_13 -> City_1 -> City_35 -> City_6 -> City_17 -> City_22 -> City_28 -> City_38 -> City_26 -> City_27 -> City_18 -> City_44 -> City_41 -> City_45 -> City_47 -> City_20 -> City_2 -> City_42 -> City_19 -> City_40 -> City_10 -> City_24 -> City_9 -> City_33 -> City_23 -> City_29 -> City_8 -> City_50
1800,1.206550050897189,900.6174002630511,900.6174002630511,City_3 -> City_14 -> City_21 -> City_46 -> City_34 -> City_4 -> City_37 -> City_30 -> City_12 -> City_43 -> City_31 -> City_16 -> City_11 -> City_15 -> City_25 -> City_36 -> City_39 -> City_7 -> City_32 -> City_47 -> City_45 -> City_41 -> City_44 -> City_18 -> City_27 -> City_26 -> City_38 -> City_28 -> City_22 -> City_17 -> City_6 -> City_35 -> City_1 -> City_13 -> City_5 -> City_20 -> City_49 -> City_48 -> City_2 -> City_42 -> City_19 -> City_40 -> City_10 -> City_24 -> City_9 -> City_33 -> City_23 -> City_8 -> City_29 -> City_50
1900,0.7308923509799001,866.213079715208,866.213079715208,City_14 -> City_21 -> City_46 -> City_34 -> City_4 -> City_37 -> City_30 -> City_12 -> City_43 -> City_31 -> City_40 -> City_42 -> City_19 -> City_2 -> City_48 -> City_47 -> City_45 -> City_41 -> City_26 -> City_27 -> City_18 -> City_44 -> City_38 -> City_28 -> City_22 -> City_17 -> City_6 -> City_35 -> City_1 -> City_13 -> City_5 -> City_20 -> City_49 -> City_32 -> City_7 -> City_36 -> City_39 -> City_25 -> City_15 -> City_11 -> City_16 -> City_10 -> City_24 -> City_9 -> City_33 -> City_23 -> City_8 -> City_29 -> City_50 -> City_3
2000,0.44275297848082856,801.086871597943,801.086871597943,City_12 -> City_43 -> City_31 -> City_40 -> City_42 -> City_19 -> City_16 -> City_11 -> City_15 -> City_25 -> City_39 -> City_36 -> City_7 -> City_32 -> City_49 -> City_20 -> City_5 -> City_13 -> City_1 -> City_35 -> City_6 -> City_17 -> City_22 -> City_28 -> City_38 -> City_44 -> City_18 -> City_27 -> City_26 -> City_41 -> City_45 -> City_47 -> City_48 -> City_2 -> City_10 -> City_24 -> City_9 -> City_33 -> City_23 -> City_14 -> City_21 -> City_46 -> City_34 -> City_4 -> City_37 -> City_30 -> City_3 -> City_50 -> City_29 -> City_8
2100,0.2682066650319015,799.8094888188506,799.8094888188506,City_12 -> City_8 -> City_29 -> City_50 -> City_3 -> City_30 -> City_37 -> City_4 -> City_34 -> City_46 -> City_21 -> City_14 -> City_23 -> City_33 -> City_9 -> City_24 -> City_10 -> City_2 -> City_48 -> City_47 -> City_5 -> City_13 -> City_1 -> City_35 -> City_6 -> City_17 -> City_22 -> City_28 -> City_38 -> City_44 -> City_18 -> City_27 -> City_26 -> City_41 -> City_45 -> City_20 -> City_49 -> City_32 -> City_7 -> City_36 -> City_39 -> City_25 -> City_15 -> City_11 -> City_16 -> City_19 -> City_42 -> City_40 -> City_31 -> City_43
2200,0.16247166854609738,795.2550717484706,795.2550717484706,City_12 -> City_8 -> City_29 -> City_50 -> City_3 -> City_30 -> City_37 -> City_4 -> City_34 -> City_46 -> City_21 -> City_14 -> City_23 -> City_33 -> City_9 -> City_24 -> City_10 -> City_20 -> City_45 -> City_41 -> City_26 -> City_27 -> City_18 -> City_44 -> City_38 -> City_28 -> City_22 -> City_17 -> City_6 -> City_35 -> City_1 -> City_13 -> City_5 -> City_47 -> City_48 -> City_2 -> City_49 -> City_32 -> City_7 -> City_36 -> City_39 -> City_25 -> City_15 -> City_11 -> City_16 -> City_42 -> City_19 -> City_40 -> City_31 -> City_43
