seed,n_cities,best_distance,time_sec
17,35,519.242426200658,3.4013774394989014
18,35,628.3183865328375,10.105204343795776
19,35,615.8424100814245,4.738393783569336
20,35,582.0733636370104,7.034415245056152
1,40,629.5955169549865,5.32426381111145
2,40,668.0251642845175,2.5272605419158936
3,40,583.3949481066531,2.3402388095855713
4,40,563.083756532139,2.6080892086029053
5,40,585.6594784829173,3.905670166015625
6,40,648.979179318137,2.7218313217163086
7,40,597.251414039002,4.415664434432983
8,40,730.2334619205369,2.121511459350586
9,40,549.5250058711325,2.658167600631714
10,40,634.4462991386374,2.2506775856018066
11,40,589.1719688266463,1.6531834602355957
12,40,579.0552424920619,3.3495821952819824
13,40,599.5426753401322,3.3738162517547607
14,40,619.9630695513497,2.825809955596924
15,40,612.1821200582866,1.6327040195465088
16,40,600.7313261195247,2.536370277404785
17,40,635.9328353884542,2.076587438583374
18,40,626.3574451606921,1.6434614658355713
19,40,676.9326469165479,2.041011333465576
20,40,562.0504489486331,4.218637466430664
1,45,857.8913189075266,3.055783271789551
2,45,772.9278311121602,2.3329644203186035
3,45,617.6556716278766,4.590473175048828
4,45,757.1836205472259,3.3171029090881348
5,45,724.0333291022465,3.0172650814056396
6,45,812.7701708543339,2.186781167984009
7,45,685.9417189818299,3.5487263202667236
8,45,732.0585413968092,2.2351953983306885
9,45,763.9110892733005,1.784926414489746
10,45,680.6782389158759,1.8963005542755127
11,45,635.017406386101,3.292083740234375
12,45,706.9907685210379,3.289940595626831
13,45,631.8031504736143,4.598250865936279
14,45,711.9812784032384,2.072460174560547
15,45,766.6836617200512,1.8503246307373047
16,45,643.580432118756,2.6093661785125732
17,45,658.7848620604723,2.032777786254883
18,45,643.7962533096729,4.591375350952148
19,45,625.8326487824658,3.0565056800842285
20,45,577.8571090492919,2.896371841430664
1,50,723.7143652112247,3.909691333770752
2,50,681.6244090196886,10.05040192604065
3,50,652.072374037683,7.873603820800781
4,50,722.1076523344213,7.805656671524048
5,50,758.5388191753145,3.390902519226074
6,50,778.1040544466541,8.380112171173096
7,50,808.3272365305911,3.9804184436798096
8,50,801.7013132067491,5.6593101024627686
9,50,812.9837480637839,2.739359140396118
10,50,591.3683611963796,5.3803794384002686
11,50,701.9132460744231,6.791676044464111
12,50,808.7414300013133,2.718430757522583
13,50,771.7996647201821,2.7024853229522705
14,50,699.869773300411,5.121437072753906
15,50,692.2850651214134,5.434166669845581
16,50,666.9541712206924,6.929340600967407
17,50,749.7421196383617,4.646399974822998
18,50,675.0273329477075,3.3987834453582764
19,50,744.0911675668393,6.09674859046936
20,50,786.8811441781223,4.066396951675415
