n_cities,best_distance,time_sec,iterations_effective
5,227.34551868492375,3.187654495239258,1000
10,290.3067737918128,7.002596378326416,1000
15,320.52566568051117,11.427158832550049,1000
20,386.4296894834701,16.470206260681152,1000
25,407.3075672752726,21.710286617279053,1000
30,455.0565994550923,27.310030221939087,1000
35,466.8890745647267,34.28854703903198,1000
40,494.4930560281947,39.55125617980957,1000
45,537.8321433971121,46.68206310272217,1000
50,566.7510173441118,55.31763291358948,1000
