iteration,temperature,current_distance,best_distance,route
1000,66.53968578831953,995.7158582758505,824.5099262571028,City_4 -> City_7 -> City_20 -> City_11 -> City_15 -> City_13 -> City_12 -> City_16 -> City_10 -> City_18 -> City_5 -> City_3 -> City_2 -> City_17 -> City_8 -> City_14 -> City_19 -> City_9 -> City_6 -> City_1
1100,40.30777450394618,910.1563832518814,668.1745424267909,City_7 -> City_8 -> City_3 -> City_12 -> City_10 -> City_13 -> City_17 -> City_2 -> City_1 -> City_4 -> City_18 -> City_20 -> City_16 -> City_14 -> City_6 -> City_5 -> City_11 -> City_15 -> City_9 -> City_19
1200,24.417258155225305,835.637679477821,668.1745424267909,City_5 -> City_16 -> City_15 -> City_11 -> City_20 -> City_8 -> City_6 -> City_7 -> City_2 -> City_18 -> City_19 -> City_14 -> City_12 -> City_9 -> City_3 -> City_10 -> City_1 -> City_4 -> City_17 -> City_13
1300,14.791253130597616,582.0426149257181,582.0426149257181,City_13 -> City_9 -> City_16 -> City_11 -> City_7 -> City_15 -> City_10 -> City_12 -> City_8 -> City_3 -> City_19 -> City_4 -> City_17 -> City_6 -> City_14 -> City_1 -> City_18 -> City_5 -> City_2 -> City_20
1400,8.960103865166959,495.50690435945563,494.1674280553745,City_16 -> City_15 -> City_7 -> City_11 -> City_20 -> City_2 -> City_18 -> City_5 -> City_13 -> City_1 -> City_14 -> City_4 -> City_6 -> City_17 -> City_9 -> City_8 -> City_19 -> City_3 -> City_12 -> City_10
1500,5.427766029404442,452.9478402494583,452.9478402494583,City_11 -> City_16 -> City_7 -> City_20 -> City_2 -> City_18 -> City_5 -> City_13 -> City_1 -> City_14 -> City_4 -> City_17 -> City_6 -> City_9 -> City_12 -> City_10 -> City_19 -> City_8 -> City_3 -> City_15
1600,3.287980196801873,448.0962228253598,444.7467302805752,City_7 -> City_11 -> City_16 -> City_15 -> City_19 -> City_8 -> City_3 -> City_10 -> City_12 -> City_9 -> City_6 -> City_17 -> City_4 -> City_14 -> City_1 -> City_13 -> City_5 -> City_18 -> City_2 -> City_20
1700,1.9917611989895405,394.2481510587776,394.2481510587775,City_20 -> City_7 -> City_11 -> City_16 -> City_15 -> City_19 -> City_8 -> City_3 -> City_10 -> City_12 -> City_9 -> City_14 -> City_4 -> City_17 -> City_6 -> City_1 -> City_13 -> City_5 -> City_18 -> City_2
1800,1.206550050897189,388.3947455832923,388.3947455832923,City_20 -> City_7 -> City_16 -> City_11 -> City_15 -> City_19 -> City_3 -> City_8 -> City_10 -> City_12 -> City_9 -> City_14 -> City_4 -> City_17 -> City_6 -> City_1 -> City_13 -> City_5 -> City_18 -> City_2
1900,0.7308923509799001,388.39474558329226,388.39474558329226,City_20 -> City_2 -> City_18 -> City_5 -> City_13 -> City_1 -> City_6 -> City_17 -> City_4 -> City_14 -> City_9 -> City_12 -> City_10 -> City_8 -> City_3 -> City_19 -> City_15 -> City_11 -> City_16 -> City_7
2000,0.44275297848082856,386.6266770171125,386.6266770171125,City_16 -> City_11 -> City_15 -> City_19 -> City_3 -> City_8 -> City_10 -> City_12 -> City_9 -> City_14 -> City_4 -> City_6 -> City_17 -> City_1 -> City_13 -> City_5 -> City_18 -> City_2 -> City_20 -> City_7
2100,0.2682066650319015,386.62667701711246,386.62667701711246,City_7 -> City_20 -> City_2 -> City_18 -> City_5 -> City_13 -> City_1 -> City_17 -> City_6 -> City_4 -> City_14 -> City_9 -> City_12 -> City_10 -> City_8 -> City_3 -> City_19 -> City_15 -> City_11 -> City_16
2200,0.16247166854609738,386.6266770171125,386.62667701711246,City_7 -> City_16 -> City_11 -> City_15 -> City_19 -> City_3 -> City_8 -> City_10 -> City_12 -> City_9 -> City_14 -> City_4 -> City_6 -> City_17 -> City_1 -> City_13 -> City_5 -> City_18 -> City_2 -> City_20
