iteration,temperature,current_distance,best_distance,route
0,10000.0,1138.0457449989992,1138.0457449989992,City_20 -> City_6 -> City_15 -> City_5 -> City_10 -> City_14 -> City_16 -> City_19 -> City_7 -> City_13 -> City_18 -> City_11 -> City_2 -> City_12 -> City_3 -> City_17 -> City_8 -> City_9 -> City_1 -> City_4
100,6057.70436490728,1162.8146771885579,901.1420404255739,City_11 -> City_15 -> City_20 -> City_4 -> City_7 -> City_3 -> City_18 -> City_8 -> City_9 -> City_5 -> City_13 -> City_14 -> City_12 -> City_17 -> City_2 -> City_6 -> City_16 -> City_10 -> City_1 -> City_19
200,3669.578217261671,946.9679297072196,901.1420404255739,City_6 -> City_14 -> City_12 -> City_3 -> City_9 -> City_1 -> City_11 -> City_13 -> City_15 -> City_7 -> City_20 -> City_17 -> City_4 -> City_10 -> City_8 -> City_16 -> City_19 -> City_18 -> City_5 -> City_2
300,2222.9219984074693,1068.0594118932024,870.982356751325,City_9 -> City_16 -> City_10 -> City_20 -> City_1 -> City_13 -> City_6 -> City_5 -> City_7 -> City_8 -> City_14 -> City_12 -> City_18 -> City_11 -> City_2 -> City_4 -> City_15 -> City_19 -> City_17 -> City_3
400,1346.5804292601335,1021.5589774888697,870.982356751325,City_2 -> City_16 -> City_15 -> City_13 -> City_17 -> City_14 -> City_12 -> City_10 -> City_18 -> City_19 -> City_20 -> City_11 -> City_6 -> City_3 -> City_7 -> City_8 -> City_4 -> City_1 -> City_9 -> City_5
500,815.7186144027828,929.3831407780867,870.982356751325,City_10 -> City_3 -> City_12 -> City_19 -> City_5 -> City_13 -> City_8 -> City_6 -> City_17 -> City_14 -> City_4 -> City_18 -> City_9 -> City_16 -> City_1 -> City_15 -> City_20 -> City_2 -> City_7 -> City_11
600,494.13822110038524,1069.5725242591786,870.982356751325,City_7 -> City_8 -> City_1 -> City_3 -> City_13 -> City_20 -> City_5 -> City_15 -> City_10 -> City_17 -> City_16 -> City_9 -> City_6 -> City_4 -> City_12 -> City_14 -> City_11 -> City_19 -> City_18 -> City_2
700,299.33432588273234,1055.37190888585,870.982356751325,City_7 -> City_16 -> City_14 -> City_18 -> City_5 -> City_3 -> City_1 -> City_11 -> City_19 -> City_17 -> City_20 -> City_13 -> City_12 -> City_4 -> City_6 -> City_8 -> City_9 -> City_10 -> City_15 -> City_2
800,181.32788524664045,1149.842976759352,870.982356751325,City_6 -> City_20 -> City_10 -> City_7 -> City_14 -> City_18 -> City_3 -> City_19 -> City_2 -> City_1 -> City_17 -> City_12 -> City_8 -> City_15 -> City_13 -> City_9 -> City_4 -> City_16 -> City_5 -> City_11
900,109.84307219379802,1156.5782464571698,870.982356751325,City_17 -> City_15 -> City_13 -> City_4 -> City_8 -> City_5 -> City_9 -> City_19 -> City_6 -> City_16 -> City_7 -> City_3 -> City_11 -> City_18 -> City_20 -> City_12 -> City_2 -> City_14 -> City_10 -> City_1
