iteration,temperature,current_distance,best_distance,route
1000,66.53968578831953,2272.0995167034016,1619.36326816925,City_19 -> City_4 -> City_31 -> City_32 -> City_5 -> City_24 -> City_8 -> City_21 -> City_12 -> City_30 -> City_3 -> City_9 -> City_22 -> City_15 -> City_25 -> City_36 -> City_17 -> City_11 -> City_1 -> City_39 -> City_33 -> City_29 -> City_7 -> City_16 -> City_38 -> City_34 -> City_14 -> City_6 -> City_18 -> City_23 -> City_37 -> City_2 -> City_10 -> City_26 -> City_13 -> City_20 -> City_27 -> City_40 -> City_35 -> City_28
1100,40.30777450394618,1981.5646606252446,1619.36326816925,City_40 -> City_11 -> City_26 -> City_18 -> City_23 -> City_31 -> City_22 -> City_15 -> City_33 -> City_6 -> City_10 -> City_20 -> City_24 -> City_1 -> City_21 -> City_14 -> City_29 -> City_9 -> City_35 -> City_4 -> City_12 -> City_19 -> City_37 -> City_28 -> City_39 -> City_8 -> City_34 -> City_7 -> City_30 -> City_3 -> City_36 -> City_25 -> City_16 -> City_32 -> City_13 -> City_5 -> City_2 -> City_38 -> City_17 -> City_27
1200,24.417258155225305,1440.4742521119772,1440.4742521119772,City_12 -> City_14 -> City_28 -> City_2 -> City_38 -> City_17 -> City_34 -> City_9 -> City_24 -> City_20 -> City_11 -> City_16 -> City_19 -> City_3 -> City_4 -> City_37 -> City_22 -> City_21 -> City_30 -> City_29 -> City_8 -> City_32 -> City_25 -> City_39 -> City_27 -> City_26 -> City_36 -> City_15 -> City_23 -> City_7 -> City_10 -> City_40 -> City_1 -> City_35 -> City_13 -> City_5 -> City_18 -> City_6 -> City_33 -> City_31
1300,14.791253130597616,1525.1066858173203,1418.0614558929285,City_1 -> City_35 -> City_14 -> City_7 -> City_23 -> City_9 -> City_12 -> City_32 -> City_24 -> City_20 -> City_34 -> City_17 -> City_8 -> City_30 -> City_25 -> City_10 -> City_27 -> City_26 -> City_13 -> City_38 -> City_2 -> City_28 -> City_5 -> City_36 -> City_15 -> City_31 -> City_33 -> City_3 -> City_40 -> City_19 -> City_11 -> City_39 -> City_16 -> City_29 -> City_21 -> City_22 -> City_4 -> City_18 -> City_6 -> City_37
1400,8.960103865166959,1334.4857398378542,1334.4857398378542,City_23 -> City_18 -> City_2 -> City_38 -> City_20 -> City_24 -> City_32 -> City_15 -> City_36 -> City_6 -> City_37 -> City_17 -> City_34 -> City_35 -> City_14 -> City_13 -> City_26 -> City_27 -> City_5 -> City_28 -> City_4 -> City_22 -> City_12 -> City_10 -> City_25 -> City_19 -> City_40 -> City_31 -> City_7 -> City_9 -> City_1 -> City_33 -> City_3 -> City_30 -> City_16 -> City_11 -> City_39 -> City_8 -> City_29 -> City_21
1500,5.427766029404442,1138.6734497123618,1138.6734497123618,City_9 -> City_16 -> City_11 -> City_30 -> City_24 -> City_32 -> City_15 -> City_39 -> City_7 -> City_10 -> City_25 -> City_40 -> City_19 -> City_31 -> City_12 -> City_13 -> City_36 -> City_26 -> City_2 -> City_20 -> City_3 -> City_8 -> City_29 -> City_21 -> City_14 -> City_35 -> City_28 -> City_1 -> City_38 -> City_5 -> City_27 -> City_18 -> City_17 -> City_34 -> City_6 -> City_37 -> City_22 -> City_4 -> City_23 -> City_33
1600,3.287980196801873,1013.2837306734297,1013.2837306734297,City_9 -> City_16 -> City_11 -> City_30 -> City_12 -> City_31 -> City_10 -> City_19 -> City_40 -> City_25 -> City_7 -> City_32 -> City_33 -> City_23 -> City_4 -> City_34 -> City_2 -> City_20 -> City_3 -> City_8 -> City_29 -> City_21 -> City_14 -> City_35 -> City_6 -> City_17 -> City_22 -> City_37 -> City_28 -> City_1 -> City_38 -> City_5 -> City_27 -> City_18 -> City_26 -> City_15 -> City_39 -> City_36 -> City_13 -> City_24
1700,1.9917611989895405,840.3388487131098,840.3388487131098,City_9 -> City_20 -> City_2 -> City_27 -> City_18 -> City_26 -> City_7 -> City_32 -> City_13 -> City_36 -> City_39 -> City_15 -> City_25 -> City_16 -> City_11 -> City_12 -> City_30 -> City_31 -> City_10 -> City_40 -> City_19 -> City_8 -> City_3 -> City_29 -> City_21 -> City_14 -> City_34 -> City_5 -> City_38 -> City_1 -> City_28 -> City_37 -> City_22 -> City_17 -> City_6 -> City_35 -> City_4 -> City_23 -> City_33 -> City_24
1800,1.206550050897189,758.4353493864862,758.4353493864862,City_33 -> City_23 -> City_4 -> City_35 -> City_6 -> City_17 -> City_22 -> City_37 -> City_1 -> City_28 -> City_38 -> City_5 -> City_7 -> City_32 -> City_26 -> City_18 -> City_27 -> City_2 -> City_36 -> City_39 -> City_15 -> City_25 -> City_11 -> City_16 -> City_12 -> City_29 -> City_3 -> City_8 -> City_19 -> City_40 -> City_10 -> City_31 -> City_30 -> City_21 -> City_14 -> City_34 -> City_13 -> City_20 -> City_9 -> City_24
1900,0.7308923509799001,721.982989301941,721.982989301941,City_24 -> City_9 -> City_20 -> City_13 -> City_28 -> City_38 -> City_5 -> City_27 -> City_18 -> City_26 -> City_32 -> City_7 -> City_2 -> City_36 -> City_39 -> City_15 -> City_25 -> City_11 -> City_16 -> City_10 -> City_40 -> City_19 -> City_8 -> City_3 -> City_29 -> City_12 -> City_31 -> City_30 -> City_21 -> City_14 -> City_37 -> City_22 -> City_17 -> City_6 -> City_35 -> City_4 -> City_1 -> City_34 -> City_23 -> City_33
2000,0.44275297848082856,695.2850274568725,695.2850274568725,City_24 -> City_9 -> City_20 -> City_5 -> City_38 -> City_28 -> City_13 -> City_27 -> City_18 -> City_26 -> City_32 -> City_2 -> City_7 -> City_36 -> City_39 -> City_15 -> City_25 -> City_11 -> City_16 -> City_10 -> City_40 -> City_19 -> City_8 -> City_3 -> City_29 -> City_12 -> City_31 -> City_30 -> City_21 -> City_14 -> City_37 -> City_22 -> City_4 -> City_35 -> City_6 -> City_17 -> City_1 -> City_34 -> City_23 -> City_33
2100,0.2682066650319015,670.5793797906692,670.5793797906692,City_24 -> City_9 -> City_13 -> City_28 -> City_38 -> City_5 -> City_20 -> City_27 -> City_18 -> City_26 -> City_32 -> City_2 -> City_7 -> City_36 -> City_39 -> City_15 -> City_25 -> City_11 -> City_16 -> City_10 -> City_40 -> City_19 -> City_31 -> City_12 -> City_29 -> City_3 -> City_8 -> City_30 -> City_21 -> City_14 -> City_34 -> City_37 -> City_22 -> City_4 -> City_35 -> City_6 -> City_17 -> City_1 -> City_23 -> City_33
2200,0.16247166854609738,622.6099855972077,622.6099855972077,City_24 -> City_9 -> City_14 -> City_21 -> City_30 -> City_8 -> City_3 -> City_29 -> City_12 -> City_31 -> City_19 -> City_40 -> City_10 -> City_16 -> City_11 -> City_25 -> City_15 -> City_39 -> City_36 -> City_7 -> City_2 -> City_32 -> City_26 -> City_18 -> City_27 -> City_20 -> City_5 -> City_38 -> City_28 -> City_13 -> City_1 -> City_35 -> City_6 -> City_17 -> City_4 -> City_22 -> City_37 -> City_34 -> City_23 -> City_33
