n_cities,best_distance,time_sec,iterations_effective
10,290.30677379181276,0.15736865997314453,2300
20,386.62667701711246,0.24152421951293945,2300
30,523.7822066314176,0.22675752639770508,2300
40,582.590569039033,0.2931709289550781,2300
50,755.0741526959149,0.30536985397338867,2300
