n_cities,best_distance,time_sec,iterations_effective
5,227.34551868492375,3.1475989818573,1000
10,290.3067737918128,6.972470045089722,1000
15,320.52566568051117,11.051299333572388,1000
20,386.4296894834701,16.20770239830017,1000
25,407.3075672752726,23.998722076416016,1000
30,455.0565994550923,31.607494592666626,1000
35,466.8890745647267,33.19464898109436,1000
40,494.4930560281947,39.802971839904785,1000
45,537.8321433971121,53.29349374771118,1000
50,566.7510173441118,61.614195346832275,1000
