iteration,current_distance,best_distance,route
0,227.34551868492375,227.34551868492375,City_1 -> City_4 -> City_3 -> City_2 -> City_5
5,227.34551868492375,227.34551868492375,City_1 -> City_5 -> City_2 -> City_3 -> City_4
10,227.34551868492375,227.34551868492375,City_1 -> City_5 -> City_2 -> City_3 -> City_4
15,227.34551868492375,227.34551868492375,City_1 -> City_5 -> City_2 -> City_3 -> City_4
20,227.34551868492375,227.34551868492375,City_1 -> City_5 -> City_2 -> City_3 -> City_4
25,227.34551868492375,227.34551868492375,City_1 -> City_5 -> City_2 -> City_3 -> City_4
30,227.34551868492375,227.34551868492375,City_1 -> City_5 -> City_2 -> City_3 -> City_4
35,227.34551868492375,227.34551868492375,City_1 -> City_5 -> City_2 -> City_3 -> City_4
40,227.34551868492375,227.34551868492375,City_1 -> City_5 -> City_2 -> City_3 -> City_4
45,227.34551868492375,227.34551868492375,City_1 -> City_5 -> City_2 -> City_3 -> City_4
50,227.34551868492375,227.34551868492375,City_1 -> City_5 -> City_2 -> City_3 -> City_4
55,227.34551868492375,227.34551868492375,City_1 -> City_5 -> City_2 -> City_3 -> City_4
60,227.34551868492375,227.34551868492375,City_1 -> City_5 -> City_2 -> City_3 -> City_4
65,227.34551868492375,227.34551868492375,City_1 -> City_5 -> City_2 -> City_3 -> City_4
70,227.34551868492375,227.34551868492375,City_1 -> City_5 -> City_2 -> City_3 -> City_4
75,227.34551868492375,227.34551868492375,City_1 -> City_5 -> City_2 -> City_3 -> City_4
80,227.34551868492375,227.34551868492375,City_1 -> City_5 -> City_2 -> City_3 -> City_4
85,227.34551868492375,227.34551868492375,City_1 -> City_5 -> City_2 -> City_3 -> City_4
90,227.34551868492375,227.34551868492375,City_1 -> City_5 -> City_2 -> City_3 -> City_4
95,227.34551868492375,227.34551868492375,City_1 -> City_5 -> City_2 -> City_3 -> City_4
100,227.34551868492375,227.34551868492375,City_1 -> City_5 -> City_2 -> City_3 -> City_4
105,227.34551868492375,227.34551868492375,City_1 -> City_5 -> City_2 -> City_3 -> City_4
110,227.34551868492375,227.34551868492375,City_1 -> City_5 -> City_2 -> City_3 -> City_4
115,227.34551868492375,227.34551868492375,City_1 -> City_5 -> City_2 -> City_3 -> City_4
120,227.34551868492375,227.34551868492375,City_1 -> City_5 -> City_2 -> City_3 -> City_4
125,227.34551868492375,227.34551868492375,City_1 -> City_5 -> City_2 -> City_3 -> City_4
130,227.34551868492375,227.34551868492375,City_1 -> City_5 -> City_2 -> City_3 -> City_4
135,227.34551868492375,227.34551868492375,City_1 -> City_5 -> City_2 -> City_3 -> City_4
140,227.34551868492375,227.34551868492375,City_1 -> City_5 -> City_2 -> City_3 -> City_4
145,227.34551868492375,227.34551868492375,City_1 -> City_5 -> City_2 -> City_3 -> City_4
150,227.34551868492375,227.34551868492375,City_1 -> City_5 -> City_2 -> City_3 -> City_4
155,227.34551868492375,227.34551868492375,City_1 -> City_5 -> City_2 -> City_3 -> City_4
160,227.34551868492375,227.34551868492375,City_1 -> City_5 -> City_2 -> City_3 -> City_4
165,227.34551868492375,227.34551868492375,City_1 -> City_5 -> City_2 -> City_3 -> City_4
170,227.34551868492375,227.34551868492375,City_1 -> City_5 -> City_2 -> City_3 -> City_4
