n_cities,best_distance,time_sec,iterations_effective
5,227.34551868492375,0.07411980628967285,401
10,290.3067737918128,1.2920997142791748,401
15,320.5256656805112,4.8702168464660645,401
20,386.42968948347004,11.900016069412231,401
25,509.0527490006261,23.87298274040222,401
30,506.1805611094065,47.0643949508667,401
35,534.0039827609232,70.36999702453613,401
40,596.4636178585783,108.21953535079956,401
45,649.1061508574514,150.93613839149475,401
50,734.736452216414,209.59040451049805,401
